dataset_name,collector,gesture,gesture_group,input_type,trial_index,attempt_index,segment_index,duration_s,capture_duration_s,sensors_enabled,mmwave_frame_count,mmwave_mean_frame_rate_hz,imu_line_count,uwb_sample_count,uwb_ok_sample_count,rfid_line_count,npz_path,session_dir,started_at,finished_at
session_iris_discrete1,iris,pull,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.0186389999999994,"mmwave,imu,uwb",0,0.0,302,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_001,,
session_iris_discrete1,iris,pull,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.0094379999999994,"mmwave,imu,uwb",0,0.0,301,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_002,,
session_iris_discrete1,iris,pull,discrete,cosmos_multi_sensor_gesture,3,1,0,3.0,3.0163569999999993,"mmwave,imu,uwb",0,0.0,302,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_003/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_003,,
session_iris_discrete1,iris,pull,discrete,cosmos_multi_sensor_gesture,4,1,0,3.0,3.0139800000000037,"mmwave,imu,uwb",0,0.0,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_004/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_004,,
session_iris_discrete1,iris,pull,discrete,cosmos_multi_sensor_gesture,5,1,0,3.0,3.005752000000001,"mmwave,imu,uwb",0,0.0,301,151,143,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_005/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_005,,
session_iris_discrete1,iris,pull,discrete,cosmos_multi_sensor_gesture,6,1,0,3.0,3.0193919999999963,"mmwave,imu,uwb",0,0.0,302,151,149,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_006/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_006,,
session_iris_discrete1,iris,pull,discrete,cosmos_multi_sensor_gesture,7,1,0,3.0,3.003547999999995,"mmwave,imu,uwb",0,0.0,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_007/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_007,,
session_iris_discrete1,iris,pull,discrete,cosmos_multi_sensor_gesture,8,1,0,3.0,3.012996000000001,"mmwave,imu,uwb",0,0.0,301,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_008/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_pull_008,,
session_iris_discrete1,iris,push,discrete,cosmos_multi_sensor_gesture,1,1,0,3.0,3.023150000000001,"mmwave,imu,uwb",0,0.0,302,151,151,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_push_001/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_push_001,,
session_iris_discrete1,iris,push,discrete,cosmos_multi_sensor_gesture,2,1,0,3.0,3.0200189999999907,"mmwave,imu,uwb",0,0.0,302,151,150,0,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_push_002/trial_data.npz,/Users/tylerchen/Cosmos-Gesture-Recognition-/processed/session_iris_discrete1/sessions/iris_push_002,,
